audio_file,text,duration
output\verses\genesis\genesis_5_verse_4.wav,"Be ni afɔ Set sɛɛ lɛ, Adam hi shi afii ohai kpaanyɔ, ni efɔ bihii kɛ biyei krokomɛi.",8.21
output\verses\genesis\genesis_5_verse_5.wav,"No hewɔ lɛ, afii abɔ fɛɛ ni Adam ye dani egbo ji afii ohai nɛɛhu kɛ nyɔŋmai etɛ̃.",8.87
output\verses\genesis\genesis_5_verse_6.wav,Set eye afii oha kɛ enumɔ ni efɔ Enosh.,4.97
output\verses\genesis\genesis_5_verse_7.wav,"Be ni efɔ Enosh sɛɛ lɛ, ehi shi afii ohai kpaanyɔ kɛ kpawo, ni efɔ bihii kɛ biyei.",8.51
output\verses\genesis\genesis_5_verse_8.wav,Hewɔ lɛ be ni Set gbo lɛ afii ni eye lɛ fɛɛ feɔ afii ohai nɛɛhu kɛ nyɔŋma kɛ enyɔ.,9.01
output\verses\genesis\genesis_5_verse_9.wav,Enosh ye afii nyɔŋmai nɛɛhu ni efɔ Kenan.,4.55
output\verses\genesis\genesis_5_verse_10.wav,"Be ni efɔ Kenan sɛɛ lɛ, ehi shi afii ohai kpaanyɔ kɛ nyɔŋma kɛ enumɔ, ni efɔ bihii kɛ biyei.",9.26
output\verses\genesis\genesis_5_verse_11.wav,"No hewɔ lɛ, be ni Enosh gbo lɛ, afii abɔ fɛɛ ni eye ji afii ohai nɛɛhu kɛ enumɔ.",9.17
output\verses\genesis\genesis_5_verse_12.wav,Kenan eye afii nyɔŋmai kpawo dani efɔ Mahalalel;,5.03
output\verses\genesis\genesis_5_verse_13.wav,"Mahalalel fɔmɔ sɛɛ lɛ, ehi shi afii ohai kpaanyɔ kɛ nyɔŋmai ejwɛ. Efɔ bihii kɛ biyei krokomɛi.",9.73
output\verses\genesis\genesis_5_verse_14.wav,Hewɔ lɛ be ni Kenan gbo lɛ afii ni eye lɛ fɛɛ feɔ afii ohai nɛɛhu kɛ nyɔŋma.,8.68
output\verses\genesis\genesis_5_verse_15.wav,Mahalalel eye afii nyɔŋmai ekpaa kɛ enumɔ dani efɔ Yared;,6.3
output\verses\genesis\genesis_5_verse_16.wav,"ni be ni efɔ Yared sɛɛ lɛ, ehi shi afii ohai kpaanyɔ kɛ nyɔŋmai etɛ̃. Efɔ bihii kɛ biyei krokomɛi.",10.11
output\verses\genesis\genesis_5_verse_17.wav,"No hewɔ lɛ, afii fɛɛ ni Mahalalel ye lɛ fɛɛ feɔ ohai kpaanyɔ kɛ nyɔŋmai nɛɛhu kɛ enumɔ.",8.95
output\verses\genesis\genesis_5_verse_18.wav,Yared ye afii oha kɛ nyɔŋmai ekpaa kɛ enyɔ dani efɔ Henok;,6.02
output\verses\genesis\genesis_5_verse_19.wav,"ni be ni efɔ Henok sɛɛ lɛ, ehi shi afii ohai kpaanyɔ, ni efɔ bihii kɛ biyei krokomɛi.",8.7
output\verses\genesis\genesis_5_verse_20.wav,"No hewɔ lɛ, be ni Yared gbo lɛ, afii abɔ ni eye lɛ fɛɛ feɔ afii ohai nɛɛhu kɛ nyɔŋmai ekpaa kɛ enyɔ.",10.76
output\verses\genesis\genesis_5_verse_21.wav,"Henok ye afii nyɔŋmai ekpaa kɛ enumɔ dani efɔ Metusela, ni be ni efɔ Metusela sɛɛ lɛ, eja Nyɔŋmɔ afii ohai etɛ̃, 22ni efɔ bihii kɛ biyei krokomɛi.",11.25
output\verses\genesis\genesis_5_verse_23.wav,"No hewɔ lɛ, afii ni Henok ye lɛ fɛɛ feɔ afii ohai etɛ̃ kɛ nyɔŋmai ekpaa kɛ enumɔ.",9.12
output\verses\genesis\genesis_5_verse_24.wav,"Henok mɔ Nyɔŋmɔjamɔ mli waa, no hewɔ lɛ, Nyɔŋmɔ ŋɔ lɛ kɛtee, ni no sɛɛ lɛ anaaa lɛ dɔŋŋ.",8.95
output\verses\genesis\genesis_5_verse_25.wav,Metusela ye afii oha kɛ nyɔŋmai kpaanyɔ kɛ kpawo dani efɔ Lamek;,6.3
output\verses\genesis\genesis_5_verse_26.wav,"be ni efɔ Lamek sɛɛ lɛ, ehi shi afii ohai kpawo kɛ nyɔŋmai kpaanyɔ kɛ enyɔ; efɔ bihii kɛ biyei krokomɛi.",10.16
output\verses\genesis\genesis_5_verse_27.wav,"No hewɔ lɛ, be ni Metusela gbo lɛ, afii ni eye lɛ fɛɛ feɔ afii ohai nɛɛhu kɛ nyɔŋmai ekpaa kɛ nɛɛhu.",10.67
output\verses\genesis\genesis_5_verse_28.wav,Lamek ye afii oha kɛ nyɔŋmai kpaanyɔ kɛ enyɔ dani efɔ binuu.,6.16
output\verses\genesis\genesis_5_verse_29.wav,"Ewo lɛ Noa, ni ekɛɛ akɛ, “Mɔ nɛ baashɛje wɔmii yɛ wɔninenaa nitsumɔ kɛ tɔlɛ ni etɔɔ wɔ yɛ loomɔ ni Nuŋtsɔ lɛ lomɔ shikpɔŋ lɛ hewɔ.”",12.24
output\verses\genesis\genesis_5_verse_30.wav,"Be ni Lamek fɔ Noa sɛɛ lɛ, ehi shi afii ohai enumɔ kɛ nyɔŋmai nɛɛhu kɛ enumɔ; ni efɔ bihii kɛ biyei krokomɛi.",10.8
output\verses\genesis\genesis_5_verse_31.wav,"No hewɔ lɛ, be ni Lamek gbo lɛ, afii fɛɛ ni eye lɛ fee ohai kpawo kɛ nyɔŋmai kpawo kɛ kpawo.",8.61
output\verses\genesis\genesis_5_verse_32.wav,Be ni Noa eye afii ohai enumɔ lɛ efɔ Shem kɛ Ham kɛ Yafet.,8.22
output\verses\genesis\genesis_6_verse_1.wav,"Be ni gbɔmɛi bɔ̃i fɛomɔ yɛ shikpɔŋ lɛ nɔ ni afɔfɔɔ biyei ahã amɛ lɛ,",6.11
output\verses\genesis\genesis_6_verse_2.wav,"Nyɔŋmɔ gbɔmɛi lɛ yana akɛ gbɔmɛi abiyei lɛ ahe yɛ fɛo, ni amɛŋɔŋɔɔ amɛteŋ yei fɛɛ ni amɛsumɔɔ.",9.65
output\verses\genesis\genesis_6_verse_3.wav,"Kɛkɛ ni Yehowa kɛɛ akɛ, “Mimumɔ lɛ nyɛŋ ahi gbɔmɔ mli kɛya naanɔ, ejaakɛ heloo ji gbɔmɔ ni ebaagbo ni afii abɔ ni ebaaye ji afii oha kɛ nyɔŋmai enyɔ.”",15.0
output\verses\genesis\genesis_6_verse_4.wav,Nakai bei lɛ amli kɛ no sɛɛ fɛɛ lɛ Nyɔŋmɔbii lɛ kɛ gbɔmɛi abiyei lɛ fɔfɔɔ asaabui yɛ shikpɔŋ lɛ nɔ. Bii nɛɛ tsɔmɔ gbɔmɛi kãkãlɔi ni agbɛii hehee kɛjɛ blema bei lɛ amli tɔ̃ɔ.,17.34
output\verses\genesis\genesis_6_verse_5.wav,"Be ni Yehowa na akɛ gbɔmɛi anɔfɔŋfeemɔ lɛ efa tsɔ yɛ shikpɔŋ lɛ nɔ, ni nibii ni amɛsusuɔ yɛ amɛyiŋ daa nɛɛ lɛ efɔŋ sɔŋŋ ni lɛ,",12.35
output\verses\genesis\genesis_6_verse_6.wav,edɔ lɛ naakpa akɛ ebɔ gbɔmɔ yɛ shikpɔŋ lɛ nɔ. Ni Yehowa shwa ehe.,6.02
output\verses\genesis\genesis_6_verse_7.wav,"No hewɔ lɛ, Yehowa kɛɛ akɛ, “Makpãtã gbɔmɔ ni mibɔ lɛ lɛ hiɛ kɛje shikpɔŋ lɛ nɔ kɛjɛ gbɔmɔ nɔ aahu kɛyashi kooloi kɛ nii ni wamɔɔ kɛ loofɔji anɔ ejaakɛ shi edɔ mi akɛ mibɔ amɛ.”",17.71
output\verses\genesis\genesis_6_verse_8.wav,Shi Yehowa na Noa he miishɛɛ.,2.8
output\verses\genesis\genesis_6_verse_9.wav,Mɛnɛɛmɛi ji Noa shwiei lɛ. Noa ji jalɔ ni eye emuu yɛ eyinɔbii lɛ ateŋ; ni efeɔ Nyɔŋmɔ suɔmɔnaanii.,10.38
output\verses\genesis\genesis_6_verse_10.wav,Noa fɔ bihii etɛ̃. Shem kɛ Ham kɛ Yafet.,5.04
output\verses\genesis\genesis_6_verse_11.wav,"Shikpɔŋ lɛ nɔ gbɔmɛi efite yɛ Nyɔŋmɔ hiɛ, ni shikpɔŋ lɛ nɔ eyi kɛ awuiyeli.",6.89
output\verses\genesis\genesis_6_verse_12.wav,Nyɔŋmɔ na akɛ shikpɔŋ lɛ nɔ efite ejaakɛ gbɔmɛi fɛɛ efite amɛjeŋba yɛ shikpɔŋ lɛ nɔ.,8.72
output\verses\genesis\genesis_6_verse_13.wav,"No hewɔ lɛ, Nyɔŋmɔ kɛɛ Noa akɛ, “Mito miyiŋ akɛ makpãtã heloo fɛɛ hiɛ, ejaakɛ amɛhã shikpɔŋ lɛ nɔ eyi obɔ̃ tɔ kɛ awuiyeli. Naa, mibakpãtã amɛ kɛ shikpɔŋ lɛ fɛɛ hiɛ.",16.73
output\verses\genesis\genesis_6_verse_14.wav,Ŋɔɔ timba ni okɛkpɛ adeka ohã ohe. Feemɔ tsui yɛ mli ni okɛ amã akpa emli kɛ ehewɔ fɛɛ kɛtsimɔ ehe fɔji lɛ.,12.18
output\verses\genesis\genesis_6_verse_15.wav,"Bɔ ni ofee lɛ ohã nɛ. Adeka lɛ kɛlɛ ninetalɔi ohai etɛ̃, ni elɛɛmɔ ji ninetalɔi nyɔŋmai enumɔ, ni ekwɔlɛ ji ninetalɔi nyɔŋmai etɛ̃.",13.3
output\verses\genesis\genesis_6_verse_16.wav,"Hɛhɛmɔ adeka lɛ ni oha ekpa nu ninetalɔ kome yɛ ekoji anɔ. Haa adeka lɛ yiteŋ. Feemɔ shinaa yɛ adeka lɛ he. Feemɔ adeka lɛ sɔɔdoi etɛ̃: shishi nɔ, kɛ nɔ ni ji enyɔ kɛ nɔ ni ji etɛ̃.",17.68
output\verses\genesis\genesis_6_verse_17.wav,"Ejaakɛ naa, mahã nu afua aha shikpɔŋ lɛ nɔ koni akɛkpãtã nɔ fɛɛ nɔ ni wala mumɔ yɔɔ mli lɛ hiɛ yɛ ŋwɛishishi nɛɛ, ni nɔ fɛɛ nɔ ni yɔɔ shikpɔŋ lɛ nɔ lɛ hiɛ aaakpãtã.",14.84
output\verses\genesis\genesis_6_verse_18.wav,"Shi bo lɛ mi kɛ bo aaakpãŋ kpãŋmɔ, ni ooobote adeka lɛ mli, bo kɛ obihii lɛ kɛ oŋa kɛ obihii lɛ aŋamɛi lɛ.",10.75
output\verses\genesis\genesis_6_verse_19.wav,"Nɔ fɛɛ nɔ ni hiɛ kã yɛ heloo mli lɛ, ŋɔɔ srɔtoi lɛ ateŋ eko fɛɛ eko enyɔnyɔɔnyɔ, nuu kɛ yoo, ni okɛya adeka lɛ mli koni ahere amɛyiwala afata ohe.",14.75
output\verses\genesis\genesis_6_verse_20.wav,"Ŋɔɔ loofɔji yɛ amɛhenɔ, kɛ kooloi yɛ amɛhenɔ, kɛ nii ni wamɔɔ yɛ amɛhenɔ, srɔtoi fɛɛ lɛ, enyɔnyɔɔnyɔ, kɛba oŋɔɔ yɛ adeka lɛ mli koni ahere amɛyiwala.",16.1
output\verses\genesis\genesis_6_verse_21.wav,"Ŋɔɔ niyenii fɛɛ niyenii ni ayeɔ lɛ eko oto yɛ adeka lɛ mli. Obua naa oto ohã bo diɛŋtsɛ ohe kɛ amɛ.” 22 Noa fee nakai; bɔ ni Nyɔŋmɔ fã lɛ lɛ, nakai pɛpɛɛpɛ efee.",9.29
output\verses\genesis\genesis_7_verse_1.wav,"Kɛkɛ ni Yehowa kɛɛ Noa akɛ, “Bo kɛ owe lɛ fɛɛ nyɛbotea adeka lɛ mli ejaakɛ bo ji mɔ ni mina akɛ jalɔ yɛ mihiɛ yɛ yinɔ nɛɛ mli.",12.66
output\verses\genesis\genesis_7_verse_2.wav,"Ŋɔɔ kooloi ni he tse lɛ fɛɛ ateŋ kpawokpawo, nuu kɛ yoo, kɛ kooloi ni he tseee lɛ enyɔɔnyɔɔnyɔ, nuu kɛ yoo,",10.28
output\verses\genesis\genesis_7_verse_3.wav,"kɛ loofɔji hu kpawokpawo, nuu kɛ yoo, ofata ohe koni akɛhere amɛshwiei fɛɛ ayiwala yɛ shikpɔŋ lɛ fɛɛ nɔ.",10.45
output\verses\genesis\genesis_7_verse_4.wav,"Shi eshwɛ gbii kpawo ni mahã nu aba abanɛ yɛ shikpɔŋ lɛ nɔ shwaneshwane kɛ nyɔɔŋnyɔɔŋ fɛɛ gbii nyɔŋmai ejwɛ, ni makpãtã nɔ fɛɛ nɔ ni hiɛ kã ni mibɔ lɛ hiɛ yɛ shikpɔŋ lɛ nɔ.”",15.6
output\verses\genesis\genesis_7_verse_5.wav,Noa fee bɔ ni Nyɔŋmɔ fã lɛ lɛ fɛɛ pɛpɛɛpɛ.,4.02
output\verses\genesis\genesis_7_verse_6.wav,Noa eye afii ohai ekpaa be ni nu afua lɛ ba shikpɔŋ lɛ nɔ lɛ.,5.89
output\verses\genesis\genesis_7_verse_7.wav,Noa kɛ eŋa kɛ ebihii kɛ ebii lɛ aŋamɛi lɛ bote adeka lɛ mli yɛ nu afua lɛ hewɔ.,8.07
output\verses\genesis\genesis_7_verse_8.wav,"Kooloi ni he tse kɛ kooloi ni he tseee kɛ loofɔji kɛ nii ni wamɔɔ yɛ shikpɔŋ lɛ nɔ,",7.92
output\verses\genesis\genesis_7_verse_9.wav,"enyɔɔnyɔɔnyɔ, nuu kɛ yoo, kɛ Noa tee adeka lɛ mli tamɔ bɔ ni Nyɔŋmɔ fã lɛ lɛ.",7.13
output\verses\genesis\genesis_7_verse_10.wav,"Gbii kpawo lɛ sɛɛ lɛ, nu afua lɛ ba shikpɔŋ lɛ nɔ.",4.75
output\verses\genesis\genesis_7_verse_11.wav,"Noa wala be mli afi ni ji ohai ekpaa lɛ mli, yɛ nyɔŋ ni ji enyɔ lɛ nɔ gbi ni ji nyɔŋma kɛ kpawo lɛ nɔ, ni bu wulu kwɔŋkwɔŋ lɛ hiŋmɛii fɛɛ fɛlɛ, ni agbele ŋwɛi samfɛji lɛ;",14.13
output\verses\genesis\genesis_7_verse_12.wav,ni nu tue ni enɛ yɛ shikpɔŋ lɛ nɔ shwaneshwane kɛ nyɔɔŋnyɔɔŋ fɛɛ gbii nyɔŋmai ejwɛ.,7.46
output\verses\genesis\genesis_7_verse_13.wav,"Nakai gbi lɛ nɔ nɔŋŋ Noa kɛ ebii lɛ, Shem kɛ Ham kɛ Yafet, kɛ Noa ŋa lɛ kɛ ebihii etɛ̃ lɛ aŋamɛi etɛ̃ lɛ, bote adeka lɛ mli,",12.99
output\verses\genesis\genesis_7_verse_14.wav,"amɛ kɛ ŋaŋ kooloi fɛɛ yɛ amɛhenɔ, kɛ shĩa kooloi fɛɛ yɛ amɛhenɔ, kɛ waamɔ nii fɛɛ ni wamɔɔ yɛ shikpɔŋ lɛ nɔ yɛ amɛhenɔ, kɛ loofɔji fɛɛ yɛ amɛhenɔ. Fijiatsɛmɛi fɛɛ kɛ filikilɔi fɛɛ bote adeka lɛ mli.",19.69
output\verses\genesis\genesis_7_verse_15.wav,Bɔɔnii fɛɛ ni wala yɔɔ amɛmli lɛ ateŋ enyɔɔnyɔɔnyɔ kɛ Noa tee adeka lɛ mli.,6.92
output\verses\genesis\genesis_7_verse_16.wav,"Heloo fɛɛ heloo ni hiɛ kã, nuu kɛ yoo, tee adeka lɛ mli taakɛ bɔ ni Nyɔŋmɔ efã lɛ lɛ. Ni Yehowa ŋa Noa yi.",9.94
output\verses\genesis\genesis_7_verse_17.wav,"Nu afua lɛ damɔ shikpɔŋ lɛ nɔ gbii nyɔŋmai ejwɛ. Nu lɛ fa, ni ewo adeka lɛ nɔ, ni adeka lɛ shi shikpɔŋ.",9.53
output\verses\genesis\genesis_7_verse_18.wav,"Nu lɛ he shi, ni efa babaoo yɛ shikpɔŋ lɛ nɔ, ni adeka lɛ tɛo nu lɛ hiɛ.",7.26
output\verses\genesis\genesis_7_verse_19.wav,Nu lɛ he shi yɛ shikpɔŋ lɛ nɔ aahu po ni eha shikpɔŋ lɛ nɔ gɔji ni kwɔlɔ fɛɛ nɔ.,7.08
output\verses\genesis\genesis_7_verse_20.wav,Nu lɛ kwɔ kɛtee ŋwɛi ni esu gɔji lɛ ninetalɔi nyɔŋma kɛ enumɔ.,6.47
output\verses\genesis\genesis_7_verse_21.wav,"Bɔɔnii fɛɛ ni yɔɔ shikpɔŋ lɛ nɔ, loofɔji kɛ shĩa kooloi kɛ ŋa nɔ kooloi kɛ waamɔ nii kɛ gbɔmɛi fɛɛ plene.",11.48
output\verses\genesis\genesis_7_verse_22.wav,Bɔɔnii fɛɛ ni muɔ ni yɔɔ shikpɔŋ gbiŋ nɔ lɛ gboi.,4.46
output\verses\genesis\genesis_7_verse_23.wav,"Akpãtã nibii fɛɛ ni hiɛ kã ni yɔɔ shikpɔŋ lɛ nɔ lɛ hiɛ, kɛjɛ gbɔmɔ nɔ kɛyashi kooloi kɛ waamɔ nii kɛ loofɔji anɔ; akpãtã amɛhiɛ yɛ shikpɔŋ lɛ nɔ ni eshwɛ Noa kɛ mɛi ni kɛ lɛ yɔɔ adeka lɛ mli lɛ pɛ. 24Nu lɛ damɔ shikpɔŋ lɛ nɔ gbii oha kɛ nyɔŋmai enumɔ.",18.88
output\verses\genesis\genesis_8_verse_1.wav,"Kɛkɛ ni Nyɔŋmɔ kai Noa kɛ ŋaŋ kooloi lɛ kɛ shĩa kooloi lɛ fɛɛ ni kɛ lɛ yɔɔ adeka lɛ mli lɛ; ni Nyɔŋmɔ hã kɔɔyɔɔ ko batswa yɛ shikpɔŋ lɛ nɔ, ni nu lɛ bɔ̃i kpɔ̃ŋmɔ.",14.38
output\verses\genesis\genesis_8_verse_2.wav,Aŋamɔ nu ni tueɔ kɛjɛ shikpɔŋ lɛ kɛ ŋwɛi samfɛji lɛ anaa; ni nu ni tueɔ kɛjɛɔ ŋwɛi lɛ kpa.,8.49
output\verses\genesis\genesis_8_verse_3.wav,Nu lɛ hiɛ kpɔ̃ŋmɔ fiofio yɛ shikpɔŋ lɛ nɔ; ni gbii oha kɛ nyɔŋmai enumɔ lɛ sɛɛ lɛ nu lɛ nɔ gbɔ.,8.45
output\verses\genesis\genesis_8_verse_4.wav,"Nyɔŋ ni ji kpawo lɛ nɔ gbi ni ji nyɔŋma kɛ kpawo lɛ nɔ lɛ, adeka lɛ yama shi yɛ Ararat gɔji lɛ anɔ.",7.72
output\verses\genesis\genesis_8_verse_5.wav,"Nu lɛ hiɛ kpɔ̃ŋmɔ aahu kɛyashi nyɔŋ ni ji nyɔŋma lɛ nɔ. Nakai nyɔŋ lɛ nɔ klɛŋklɛŋ gbi lɛ nɔ lɛ, ana gɔji lɛ ayiteiaŋ.",11.0
output\verses\genesis\genesis_8_verse_6.wav,"Gbii nyɔŋmai ejwɛ sɛɛ lɛ, Noa gbele adeka ni efee lɛ samflɛ lɛ,",5.96
output\verses\genesis\genesis_8_verse_7.wav,ni etsu kwãakwãalabite ko. Kwãakwãalabite lɛ hiɛ yaa kɛ baa kɛyashi beyinɔ ni nu lɛ mii yɛ shikpɔŋ lɛ nɔ.,9.04
output\verses\genesis\genesis_8_verse_8.wav,Kɛkɛ ni Noa tsu okpo ko koni ekɛna kɛji nu lɛ emii yɛ shikpɔŋ lɛ nɔ lo.,6.43
output\verses\genesis\genesis_8_verse_9.wav,Shi be ni okpo lɛ tee lɛ enaaa he ko esɔ̃ ejaakɛ nu lɛ ha shikpɔŋ lɛ nɔ fɛɛ lolo. Hewɔ lɛ eku esɛɛ kɛba Noa ŋɔɔ yɛ adeka lɛ mli.,12.95
output\verses\genesis\genesis_8_verse_10.wav,"Noa mɛ gbii kpawo kroko, ni esaa etsu okpo lɛ ekoŋŋ.",5.71
output\verses\genesis\genesis_8_verse_11.wav,"Okpo lɛ ku esɛɛ kɛba eŋɔɔ gbɛkɛnaashi, ni naa, mutso baa fɔ kɔ̃ enaa. Enɛ hã Noa na le akɛ nu lɛ emii yɛ shikpɔŋ lɛ nɔ.",11.75
output\verses\genesis\genesis_8_verse_12.wav,"Esaa emɛ gbii kpawo kroko hu, ni etsu okpo lɛ ekoŋŋ, shi okpo lɛ ekuuu esɛɛ ebaaa eŋɔɔ dɔŋŋ.",9.83
output\verses\genesis\genesis_8_verse_13.wav,"Eba mli akɛ Noa wala mli afi ni ji ohai ekpaa kɛ ekome lɛ nɔ, yɛ klɛŋklɛŋ nyɔŋ lɛ nɔ klɛŋklɛŋ gbi lɛ nɔ lɛ, nu lɛ mii yɛ shikpɔŋ lɛ nɔ; ni Noa jie nɔ ni ekɛha adeka lɛ nɔ lɛ. Ekwɛ ni ena akɛ shikpɔŋ lɛ nɔ egbi.",18.91
output\verses\genesis\genesis_8_verse_14.wav,"Nyɔŋ ni ji enyɔ lɛ nɔ gbi ni ji nyɔŋmai enyɔ kɛ kpawo lɛ nɔ lɛ, shikpɔŋ lɛ nɔ gbi kwraa.",7.2
output\verses\genesis\genesis_8_verse_15.wav,"Kɛkɛ ni Nyɔŋmɔ kɛ Noa wie ni ekɛɛ,",2.86
output\verses\genesis\genesis_8_verse_16.wav,"“Jee adeka lɛ mli, bo kɛ oŋa kɛ obii kɛ obii aŋamɛi ni fata ohe lɛ.",8.55
output\verses\genesis\genesis_8_verse_17.wav,"Nɔ fɛɛ nɔ ni hiɛ kã, ni ji heloo fɛɛ heloo ni kɛ bo yɔɔ lɛ, loofɔji kɛ kooloi kɛ nii fɛɛ ni wamɔɔ yɛ shikpɔŋ lɛ nɔ lɛ, okɛ amɛ aje kpo koni amɛfɔ ni amɛyi afa yɛ shikpɔŋ lɛ nɔ!”",18.61
output\verses\genesis\genesis_8_verse_18.wav,Kɛkɛ ni Noa kɛ ebii lɛ kɛ eŋa kɛ ebii lɛ aŋamɛi ni fata ehe lɛ je kpo;,7.94
output\verses\genesis\genesis_8_verse_19.wav,kooloi fɛɛ kɛ nii ni wamɔɔ fɛɛ kɛ loofɔji fɛɛ kɛ nɔ fɛɛ nɔ ni tsiɔ ehe yɛ shikpɔŋ lɛ nɔ je kpo yɛ adeka lɛ mli yɛ amɛwekui anaa.,14.5
output\verses\genesis\genesis_8_verse_20.wav,"Kɛkɛ ni Noa ma afɔleshãa latɛ ehã Yehowa. Eŋɔ shĩaŋ kooloi ni he tse lɛ fɛɛ mli eko kɛ loofɔji ni he tse lɛ fɛɛ mli eko, ni ekɛshã shãa afɔle yɛ afɔleshãa latɛ lɛ nɔ.",17.03
output\verses\genesis\genesis_8_verse_21.wav,"Be ni Yehowa here afɔle lɛ ŋma jurɔ lɛ, ekɛɛ ehe akɛ, “Milomɔŋ shikpɔŋ lɛ yɛ gbɔmɔ hewɔ dɔŋŋ, ejaakɛ nii ni gbɔmɔ jwɛŋɔ yɛ eyiŋ lɛ efɔŋ ni kɛjɛ egbekɛbiiashi; ni asaŋ mikpãtãŋ nɔ fɛɛ nɔ ni hiɛ kã hiɛ dɔŋŋ, tamɔ bɔ ni mifee nɛɛ.",23.66
output\verses\genesis\genesis_8_verse_22.wav,"Gbii abɔ fɛɛ ni shikpɔŋ lɛ yɔɔ nɛɛ lɛ, nidumɔ kɛ nikpamɔ, latsaabe kɛ fɛ̃ibe, Agbiɛnaa kɛ Aharabata, shwane kɛ nyɔɔŋ sɛɛ efoŋ.”",14.35
output\verses\genesis\genesis_9_verse_1.wav,"Nyɔŋmɔ jɔɔ Noa kɛ ebii lɛ, ni ekɛɛ amɛ akɛ, “Nyɛfɔa ni nyɛyi afa, ni nyɛyia shikpɔŋ lɛ nɔ obɔ̃ tɔ.",10.3
output\verses\genesis\genesis_9_verse_2.wav,"Shikpɔŋ lɛ nɔ kooloi fɛɛ kɛ loofɔji kɛ nɔ fɛɛ nɔ ni wamɔɔ yɛ shikpɔŋ lɛ nɔ kɛ ŋshɔŋ loi fɛɛ ashe nyɛ gbeyei ni nyɛheŋmiŋmi amɔ amɛ, nyɛdɛŋ atu amɛ awo.",14.94
output\verses\genesis\genesis_9_verse_3.wav,"Nɔ fɛɛ nɔ ni tsiɔ ehe ni ehiɛ kã lɛ atsɔ̃ nyɛniyenii, ni tamɔ bɔ ni mikɛ shwie ŋmɔŋ ehã nyɛ lɛ, nakai nɔŋŋ mikɛ nɔ fɛɛ nɔ ehã nyɛ.",12.43
output\verses\genesis\genesis_9_verse_4.wav,Shi loo ni lá ni ji ewala yɔɔ mli lɛ nyɛkayea.,4.79
output\verses\genesis\genesis_9_verse_5.wav,"Shi anɔkwa mabi nyɛlá ni ji nyɛwala lɛ shi; mabi shi yɛ kooloo fɛɛ kooloo ni kpãtãa lá hiɛ lɛ dɛŋ, ni mabi gbɔmɔ lá shi yɛ gbɔmɔ dɛŋ ejaakɛ enyɛmi ji lɛ.",14.31
output\verses\genesis\genesis_9_verse_6.wav,"Mɔ ni shwieɔ gbɔmɔ lá shi lɛ, gbɔmɔ nɔŋŋ aaashwie lɛ hu elá shi kɛ̃ ejaakɛ Nyɔŋmɔ su nɔ Nyɔŋmɔ bɔ gbɔmɔ yɛ.",9.87
output\verses\genesis\genesis_9_verse_7.wav,"“Ni nyɛ lɛ, nyɛfɔa ni nyɛyi afa; nyɛwoa shwiei babaoo yɛ shikpɔŋ lɛ nɔ, ni nyɛyi afa yɛ nɔ.”",8.63
output\verses\genesis\genesis_9_verse_8.wav,"Asaŋ Nyɔŋmɔ kɛɛ Noa kɛ ebii ni fata ehe lɛ akɛ,",5.09
output\verses\genesis\genesis_9_verse_9.wav,"“Naa, mikɛ mikpãŋmɔ miima shi mahã nyɛ kɛ nyɛshwiei ni aaaba yɛ nyɛsɛɛ lɛ,",7.23
output\verses\genesis\genesis_9_verse_10.wav,"kɛ nɔ fɛɛ nɔ ni hiɛ kã ni kɛ nyɛ yɔɔ, ni ji loofɔji kɛ shĩaŋ kooloi kɛ kooloi fɛɛ ni fata nyɛhe yɛ shikpɔŋ lɛ nɔ lɛ, nɔ fɛɛ nɔ ni jɛ adeka lɛ mli lɛ.",15.03
output\verses\genesis\genesis_9_verse_11.wav,"Mahã mikpãŋmɔ ni mikɛ nyɛ ekpãŋ lɛ ama shi, ni nu afua lɛ ebapleneŋ nɔ fɛɛ nɔ ni hiɛ kã dɔŋŋ, ni asaŋ nu afua ko ebakpãtãŋ shikpɔŋ lɛ hiɛ gbi ko gbi ko dɔŋŋ.”",15.44
output\verses\genesis\genesis_9_verse_12.wav,"Ni Nyɔŋmɔ kɛɛ, “Enɛ ji kpãŋmɔ lɛ ni mikɛ nyɛ kɛ nɔ fɛɛ nɔ ni hiɛ kã ni kɛ nyɛ yɔɔ lɛ ekpãŋ kɛyaa yinɔi ni baaba lɛ fɛɛ lɛ he okadi.",13.58
output\verses\genesis\genesis_9_verse_13.wav,"Mikɛ mikwaabuɛtɛ miito atatui lɛ amli, ni efee kpãŋmɔ ni yɔɔ mi kɛ je lɛ teŋ he okadi.",8.68
output\verses\genesis\genesis_9_verse_14.wav,"Kɛji mihã atatui wo yɛ shikpɔŋ lɛ nɔ ni ana kwaabuɛtɛ lɛ yɛ atatui lɛ amli lɛ,",6.68
output\verses\genesis\genesis_9_verse_15.wav,"makai kpãŋmɔ lɛ ni mikɛ nyɛ kɛ nibii srɔtoi srɔtoi fɛɛ ni hiɛ kã lɛ ekpãŋ lɛ, ni nu tsɔŋ afua ni eeekpãtã nɔ fɛɛ nɔ ni hiɛ kã hiɛ dɔŋŋ.",13.54
