"word","phoneme","meaning","part_of_speech"
"agwagwaa","à gʷ á gʷ á á","sociability"
"agwao","á gʷ á ó","boiled cassava, cocoyam, or other root vegetables, normally the smaller ones"
"agwaseiaŋ","à gʷ à s é ì à ŋ̀","respectable standing in society, as of an elder"
"agwaseŋ","à gʷ à s é ŋ","assembly of male elders representing the community"
"ahai","à h à ì","a non-alcoholic beverage, made from maize"
"ahai","à h à ì","extravagance"
"ahanta","à h á ń t a","a large tree"
"aharabata","à h à r à b à t á","harmattan, the harmattan wind; the hot dry season, January-March"
"aharabata","à h à r à b à t á","January"
"aharabata","à h à r à b à t á","name of group of stars especially Kaus Australis, the bright star in the constellation Corona Australis"
"aheneyɛŋ tso","à h é n é j ɛ́ ŋ̀ tʃ ò","red-flowered silk cotton tree. Bombax buonopozense."
"aheshika odono","à h é ʃ ì k á ò d ò n ó","a children's game"
"ahɛlɛo","à h ɛ̀ l ɛ́ ó","ripening, becoming right"
"ahɛnɛ","à h ɛ̰́ n ɛ̰́","a large tree"
"ahɛtɛo","à h ɛ̀ t ɛ́ ó","the custom of marriage to the sister of one's deceased wife"
"ahi","à h í","gossip"
"ahima","à h ḭ̀ m á̰","a large type of canoe"
"ahimaŋka","à h í m á ŋ́ k á̰","hammock"
"ahimaŋkatsɛ","à h í m á ŋ́ k á̰ tʃ ɛ̀","hammock bearer"
"ahiŋɛse","à h ḭ́ ŋ ɛ̀ s é","a large boat, lighter, formerly used to unload ships berthed beyond the surf"
"ahiŋkwra","à h ḭ̀ ŋ̀ kʷ r̀ á","king's servant, attendant"
"ahiŋmai","à h ḭ́ ŋm á i","slander, malicious gossip"
"ahiɔ","à h ḭ̀ ɔ̰̀","farthing"
"ahiyeli","à h ḭ́ j é l í","gossip, gossiping"
"ahiyelɔ","à h ḭ́ j è l ɔ̀","gossip"
"ahoo","à h ó ò","expression of contempt"
"ahora","à h ó r à","a very serious insult, taunt"
"ahorabɔlɔ","à h ó r à b ɔ̀ l ɔ̀","mocker, verbally abusive person"
"ahorabɔɔ","à h ó r à b ɔ̀ ɔ̀","insult, mockery, taunting"
"ahoshwi","à h ò ʃʷ í","insult, libel"
"ahoshwibɔlɔ","à h ò ʃʷ í b ɔ̀ l ɔ̀","insulter, libeller"
"ahoshwibɔɔ","à h ò ʃʷ í b ɔ̀ ɔ̀","insulting, libelling"
"ahɔ","à h ɔ̀","fresh palm frond, palm bud"
"ahɔ","à h ɔ́","pith of a plant stem; vein of plant"
"ahɔle","à h ɔ́ l é","sputum, phlegm"
"ahu","à h ṵ́","chance discovery"
"ahuahu","à h ṵ́ à h ṵ́","fear"
"ahubo","à h ṵ́ b ó","wonder, astonishment"
"ahuidade","à h ṵ̀ ì d à d è","a plant. Cnestis ferruginea"
"ahuja","à h ú dʒ á","a horse-tail fly whisk"
"ahum","à h ṵ́ ḿ","wind, storm, gale, blast of wind"
"ahumbo","à h ṵ́ ḿ b ó","wonder, astonishment"
"ahuntoo","à h ṵ̀ ŋ̀ t ó ó","trouble, annoyance, boredom"
"ahunyade","à h ṵ́ ɲ á̰ d é","auction, sale by auction"
"ahuŋka","à h ṵ̀ ŋ̀ k á","joy"
"ahurutia","à h ù r ú t í a","a poisonous striking"
"ahusa","à h ṵ́ s á̰","orphan"
"ahutoo","à h ṵ́ t ò ò","discovery of treasure"
"ahwanya","à hʷ á̰ ɲ a̰","maize bloom, inflorescence"
"aja","à dʒ à","influenza of poultry"
"ajaamɛi abii","á dʒ à á m ɛ̀ ì à b í i","laymen, ordinary people"
"ajabeŋ","à dʒ à b é ŋ́","excursoion, picnic, joyful procession"
"ajama","á ! dʒ á m a","a small tree or shrub. Ecastaphyllum brownei pres"
"ajama","á ! dʒ á m a","a shrub, anatto. Bixa orellana"
"ajanali","à dʒ à n à l ì","a wasp"
"ajaŋale","á dʒ á ŋ á̰ l é","profligate, worthles person"
"ajaŋka","à dʒ à̰ ŋ̀ k á","sucker of plantain or banana"
"ajaŋku","à dʒ à̰ ŋ̀ k ṵ́","a food"
"ajaŋmalaatɛ","à dʒ á ! ŋm á l à à t ɛ́","pupil of the eye"
"ajaŋmoa","à j à ŋ̀ m ò á","an appellation for domestic cat"
"ajaŋnaa","á ! dʒ á ŋ́ ! n á a","boys' swimming game"
"ajaŋɔte","à dʒ à ŋ ɔ̀ t é","name of a place at the base of the hills, the traditional home of the La before they come to their present location"
"ajaŋsɛkɛ","à dʒ à ŋ̀ s ɛ̀ k ɛ́","dolphin"
"ajebinsaa","à dʒ è b ḭ̀ ǹ s à̰ á̰","a large hot variety of pepper"
"ajei","à dʒ é ì","expressing pain, ow! ouch!"
"ajemerekutu","à dʒ è m è l è k ù t ù","somersault"
"ajendi","à dʒ è ǹ d ì","a mythological deep-water fish"
"ajenu","á dʒ è n ú","riddle"
"ajenuba","á dʒ è n ú b a","audience response to 'ajenuloo'"
"ajenuloo","á dʒ è n ú ! l ó ó","a call to announce that the speaker will tell a riddle"
"ajeŋjeŋ","à dʒ è ŋ̀ dʒ è ŋ̀","a small, reddish type of crocodile"
"ajeŋkuma","à dʒ è ŋ̀ s ɛ̀ k ɛ́","a small, single headed drum"
"ajeŋkwa","à dʒ è ŋ̀ kʷ á̰","a small single headed drum"
"ajeŋsɛkɛ","à dʒ è ŋ̀ s ɛ̀ k ɛ́","a large ferocious sea-fish"
"ajeŋyoo","à dʒ è ŋ̀ j ò ò","prostitute"
"aji","à dʒ í","if"
"ajigo","à dʒ ì g ó","a type of music"
"ajina","à dʒ ì n á̰","meeting, private consultation, arbitration"
"ajinafonyo","à dʒ ḭ̀ n à̰ f ó ɲ ò","councillor, member of a council"
"ajinatolɔ","à dʒ ḭ̀ n á̰ t ò l ɔ̀","organizer of a conference, member of a conference; councillor"
"ajinatoo","à dʒ ḭ̀ n á̰ t ò ò","conference"
"ajinatoohe","à dʒ ḭ̀ n á̰ t ò ò h é","meeting place, conference hall"
"ajinayaa","à dʒ ḭ̀ n á̰ j à à","summing up of a case by councillors sitting in camera before giving a verdict"
"ajitɔ","à dʒ ì t ɔ̀","a disease, yaws"
"ajitɔfo","à dʒ ì t ɔ̀ f o","sufferer from yaws"
"ajitɔtsɛ","à dʒ ì t ɔ́ f o","sufferer from yaws"
"ajramoa","à dʒ r̀ à m ò á","an appellation for the domestic cat"
"ajumajaŋ","à dʒ ú m á̰ dʒ á̰ ŋ́","in vain, for nothing, to no purpose"
"ajumataŋ","à j ú m á̰ t á̰ ŋ́","one's working clothes, which are put into his coffin when he dies"
"ajwamaŋ","à dʒʷ à m á̰ ŋ̀","prostitution, fornication"
"ajwamaŋbi","à dʒʷ à m á̰ ŋ́ b í","a child with no recognized father"
"ajwamaŋbɔlɔ","à dʒʷ à m á̰ ŋ́ b ɔ̀ l ɔ̀","one who fornicates, defiles another; one who practises prostitution"
"ajwamaŋbɔɔ","à dʒʷ à m á̰ ŋ́ b ɔ̀ ɔ̀","fornicating, practicing prostitution"
"ajwamaŋlɔ","à jʷ à m á̰ ŋ́ l ɔ","one who fornicates, defiles another; one who practises prostitution"
"ajwɛŋ","à dʒʷ ɛ́ ŋ́","a bird, any waytail"
"ajwɛŋ","à dʒʷ ɛ́ ŋ́","mud-fish, freshwater catfish"
"aka","à k à","trial, ordeal"
"akaa","à k à â","a large monkey or ape; baboon, chimpanzee"
"akaatia","à k á á t í á","chimpanzee"
"akaja","à k á á t í á","a kind of music, a group of songs"
"akajale","à k à dʒ à l é","cusimanse, long-nosed mongoose"
"akaka","à k à k à","crust, example, of bread or cooked rice"
"akaŋ","à k á̰ ŋ́","competition, challenge, contest"
"akaŋkaŋmaklo","à k á ŋ́ k á m à k ĺ ó","civet cat. C. Civetticus civetta"
"akaŋma","à k á ŋm á","anything obtained unexpectedly; windfall; casual possession"
"akaŋma","à k á ŋm á","available, easy access"
"akaŋma","á k á ŋm à","vulture"
"akaŋme","á k á ŋm e","a plant; its fruit"
"akaŋshii","à k á̰ ŋ́ ʃ ḭ̀ ḭ̀","competition"
"akaŋshilɔ","à k á̰ ŋ́ ʃ ḭ̀ l ɔ̀","competitor"
"akaŋshimɔ","à k á̰ ŋ́ ʃ ḭ̀ m ɔ̰̀","competition"
"akao","à k à ò","small-sized variety of cocoyam, boiled in the peel"
"akao","à k á o","the fresh-water tigerfish. Hydrocyon sp."
"akara","à k à l à","a bean fritter"
"akasa","à k á s á̰","a corn porridge"
"akasaa","à k á s à á","cymbal"
"akase","à k á s è","bluing, washing, blue"
"akashaa","à k á ʃ à á","cymbal"
"akatamanso","à k à t à m á̰ ń s o","chief's umbrella"
"akataŋwia","à k à t à̰ ŋ̀ w̌ ì á","umbrella, parasol"
"akate","à k à t é","an insect that infests cocoa"
"akati","à k á t i","a fish"
"akawa","á k á w á","a fish, barbel. Barbus ablabes"
"akayeli","à k à j é l í","undergoing an ordeal"
"akekere","à k è k è r é","headband, handgear, crown"
"akɛ","á ! k ɛ́","that"
"akɛɛakɛɛ","à k ɛ̀ ɛ̂ à k ɛ̀ ɛ́","rumour, hearsay"
"akɛni","á ! k ɛ́ n ḭ́","as, since"
"akɛshaa","à k ɛ̀ ʃ á à","a white cleaning powder, scouring powder"
"akiɛle","à k í ɛ̀ l é","I don't care, what do I care, I could care less"
"akitafo","à k í t à f ó","cactus"
"akla","à k l̀ à","bean fritter"
"aklabatsa","à k l̀ à b à tʃ á","a symbolic fence around a sacred area"
"aklate","á k l̀ á t è","a beach cactus with long spines, prickly pear"
"akle","à k ĺ é","kind of wild animal, identity no longer known"
"aklo","à k ĺ ò","arrow-poison plant"
"aklo","à k ĺ ò","arrow poison"
"akloklobi","à k ĺ ò k ĺ ò b í","a bird, a variety of 'koŋwuɔ'"
"akotia","à k l̀ ò t ḭ́ a̰","pin, straight pin, dressmaker's pin"
"aklɔ","à k ĺ ɔ̀","fishermen's soup, made at sea, of fish with sea water which is thrown away after cooking"
"aklɔ","à k ĺ ɔ̀","soup made casually at home of limited ingredients and fresh fish, eaten alone or with kenkey"
"ako","à k ó","step, mincing gait"
"akofi","á ! k ó f í","nursing bed for seedlings of example, yam, potatoes"
"akokloo","à k ó k l̀ ò ó","a small sea-shell"
"akoko","à k ò k ò","guinea corn. Sorghum vulgare"
"akokooshi","à k ó ! k ó ó ʃ i","coconut"
"akokunu","à k ò k ṵ́ n ṵ","an insect, associated with palm trees"
"akolonta","à k ĺ ó ń t á","fork of a tree"
"akolonta","à k ĺ ó ń t á","catapult, sling-shot"
"akolonto","à k l̀ ò ǹ t ò","horn, antler"
"akontia","̀a k ò ǹ t ḭ a̰","pin"
"akoŋ","à k ó ŋ́","marching, moving in step with arms swinging"
"akoo","á k ò ó","swelling on the eyelid"
"akoo","á k ò ó","parrot"
"akotia","à k ò t ì à","dwarf"
"akotia","à k ò t ì à","a drum, used in music for a particular deity"
"akotiŋko","à k ó ́t ḭ̀ ŋ̀ k ó","bent with age"
"akoto","à k ó t ò","ripples, small waves"
"akotoku","à k ò t ò k ú","blows, punches, boxing"
"akotontsiŋ","à k ò t ò ŋ̀ tʃ ḭ́ ŋ́","a soup with crabs"
"akotoroko","á k ò t r̀ ó k o","a long-stemmed, edible mushroom"
"akotowa","à k ó ! t ó w á","a small barrel, keg."
"akɔdi","à k ɔ̀ d ì","hunger"
"akɔfla","à k ɔ̰̀ f l̀ á̰","a horn, originally made from an elephant tusk"
"akɔfla","à k ɔ̰̀ f l̀ á̰","the music in which the horn is used"
"akɔkɔbɛsa","à k ɔ́ k ɔ́ b ɛ́ s á̰","a thorny shrub. Carissa edulis"
"akɔkɔwa","à k ɔ́ k ɔ̀ w á","a young girl or woman"
"akɔlɔŋ","à k ĺ ɔ̀ ŋ̀","fishermen's soup, made at sea, of fish with sea water which is thrown away after cooking"
"akɔlɔŋ","à k ĺ ɔ̀ ŋ̀","soup made casually at home of limited ingredients and fresh fish"
"akɔmplɛ","à k ɔ̰̀ m̀ p l̀ ɛ́","a string of black and white beads"
"akɔniaba","à k ɔ̀ n ì à b á","missing, failure to make contact"
"akɔniaba","à k ɔ̀ n ì à b á","move to and from for no purpose"
"akɔnɔ","à k ɔ́ n ɔ́","quality of being delicious, appetizing, desirable; disirability"
"akɔnɔ","à k ɔ́ n ɔ́","lust, desire, infatuation"
"akɔntaa","à k ɔ̰́ ǹ t à á","accounts"
"akɔntaa","à k ɔ̰́ ǹ t à á","arithmetic, mathematics"
"akɔntaabulɔ","à k ɔ̰́ ǹ t à á b ù l ɔ̀","accountant"
"akɔntaabuu","à k ɔ̰́ ǹ t à á b ù l ɔ̀","accounting, working with figures"
"akɔntaafeemɔ","à k ɔ̰́ ǹ t à á f è é m ɔ̰","accounting, rendering accounts"
"akɔntia","à k ɔ̰̀ ǹ t ḭ a̰","straight pin, hair dresser's pin"
"akɔŋ","à k ɔ́ ŋ́","a type of music, associated with traditional worship"
"akɔŋkrɔ","à k ɔ́ ŋ̀ k r̀ ɔ̂","a kind of maggot found in rotten palm trees"
"akɔŋtsɛmɛi","à k ɔ́ ŋ́ tʃ ɛ̀ m ɛ̰̀ ì","performers af 'akɔŋ' music"
"akɔɔble","à k ɔ́ ɔ̀ b l̀ é","copper, copper wire"
"akɔtɔklo","à k ɔ̀ t ɔ̀ k ĺ ò","a hooked drumstick"
"akɔtɔklo","à k ɔ̀ t ɔ̀ k ĺ ò","a wooden fork used in thatching"
"akɔtɔntsi","à k ɔ̀ t ɔ̀ ǹ tʃ ḭ́","soup with crabs"
"akpa","à kp á","a pit trap"
"akpa","à kp á","tricking duping"
"akpaanɔɔ","à kp á̰ à̰ n ɔ̰̀ ɔ̰́","biscuit"
"akpade","à kp à d é","a type of red clay"
"akpakai","à kp à k à̰ ḭ́","palanquin, travelling basket"
"akpake","à kp à k é","crippled person"
"akpaketsɛ","à kp à k é tʃ ɛ̀","crippled person, paralysed person"
"akpaki","à kp á k í","a large calabash"
"akpakpa","à kp à kp á","pawpaw, papaya, Carica papaya"
"akpale","à kp à l é","rafter, ceiling support"
"akpantu","à kp à̰ ǹ t ú","a kind of plantain, used to prepare fufu"
"akpaŋa","á kp á ŋ à","vulture"
"akpasa","à kp á ! s á","easy chair, lounge chair"
"akpaso","à kp à s ó","scissors"
"akpaso","à kp à s ó","a kind of witch"
"akpaso","à kp à s ó","malicious gossip"
"akpatramɔ","à kp à t r̀ à m ɔ̰̀","butter bean, lima bean. Phaseolus lunatus Linn."
"akpatsɛ","à kp á tʃ ɛ̀","schemer, trickster"
"akpatsi","à kp à tʃ í","a small plant with an edible seed"
"akpe","á kp é","marijuana"
"akpe","à kp é","thousand, one thousand."
"akpekpei","à kp é ! kp é i","million"
"akpenaatɔ","á kp é n á̰ á̰ t ɔ̀","the meat of the coconut, when hard"
"akpenaatɔ","á kp é n á̰ á̰ t ɔ̀","a very mature coconut"
"akpetima","à kp é t í m á̰","a small insect that infests grains, a weevil"
"akpɛ","à kp ɛ́","dolphinfish"
"akpɛntɛ","à kp ɛ́ ń t ɛ","a kind of grass"
"akpɛsɛo","à kp ɛ́ s ɛ́ ó","a small animal, the potto"
"akpɛtɛkplebi","à kp ɛ̀ t ɛ̀ kp l̀ è b í","a small shrub-like savannah tree, and its fruit. Gardenia ternifolia"
"akpɛtɛshi","à kp ɛ̀ t ɛ̀ ʃ ḭ̀","distilled spirit, especially locally distilled spirit, akpeteshie"
"akpia","à kp ì á","everything"
"akpiti","à kp í t í","a cake, made of corn"
"akpitimasha","à kp í t í m á̰ ʃ á","red ant"
"akplalaa","à kp l̀ à l à à","very big harvest of fish"
"akplatsa","à kp l̀ á tʃ a","a plant, and its edible seed"
"akpliji","à kp ĺ ì dʒ ḭ̀ ḭ́","a corn, palm and bean dish"
"akplika","à kp l̀ ì k à","black rock crab; small rock crab. Grapsus grapsus"
"akplɔ","à kp l̀ ɔ̀","spear"
"akpokpolonto","à kp ó kp l̀ ò ǹ t ò","tortoise"
"akpɔ","à kp ɔ̀","statute, law, commandment"
"akpɔ","à kp ɔ́","midget"
"akpɔ naabu","à kp ɔ́ n à̰ à̰ b ú","plague"
"akpɔ naabu","à kp ɔ́ n à̰ à̰ b ú","a person with reddened lips as a result of alcoholism"
"akpɔlɔ","à kp l̀ ɔ̀","spear"
"akpɔlɔ","à kp ɔ̀ l ɔ́","a fish, snapper"
"akpɔlɔtɔ","à kp l̀ ɔ̀ t ɔ̀","toad"
"akpɔlɔtɔ","à kp l̀ ɔ̀ t ɔ̀","a kind of small monkey; a mischievous young person"
"akpɔɔhe","à kp ɔ́ ɔ́ ! h é","a fowl, without feathers on the neck"
"akpɔɔhe","à kp ɔ́ ɔ́ ! h é","white kenkey, made of hulled corn"
"akpɔɔnɔɔ","à kp ɔ̰́ ɔ̰̀ n ɔ̰̀ ɔ̰́","biscuit"
"akprɔke","à kp ŕ ɔ́ k e","an edible wild cabbage-like plant"
"akraa tso","à k r à á tʃ o","neem tree"
"akrabatsa","à k r̀ à b à tʃ á","a symbolic fence around a sacred area"
"akrabatsa","à k r̀ à b à tʃ á","a sacred grove"
"akrabatsa","à k r̀ à b à tʃ á","brackets, parentheses"
"akrabatsa","à k r̀ à b à tʃ á","text box, in a newspaper or newsletter"
"akrama","à k r̀ à m à","a type of music, played b hunters' associations"
"akrana","à k l̀ à̰ n á̰","total taking over, assimilation"
"akrana","à k l̀ à̰ n á̰","violent attack; rape"
"akro","á ! k ŕ ó","a kind of game, where players throw stones in the air and try to pick up more stones before catching the first, jackstones"
"akroma","à k r̀ ò m á̰","hawk, lizard-buzzard"
"akroma","à k r̀ ò m á̰","an animal impersonated by cult dancers"
"akromia","à k ŕ ó ! m í á","catapult, sling-shot"
"akronoi","à k̀ r̀ ò n ò í","rupture, hernia, of men"
"akrotɛ","à k r̀ ò t ɛ́","flat, round, wooden board on which foodstuffs and fish to be sold are placed"
"akrowa","à k r̀ ò w á","village, farm settlement"
"akrɔnti","á k r̀ ɔ́ ń t i","a marine fish, majarra. Gerres melanopterus"
"akrubɛtsɛ","à k ŕ ú b ɛ́ tʃ ɛ́","deformity of the arm due to injury or birth defect"
"aku","à k ú","heap"
"akuamaŋkraŋ","à k ú à m à ŋ̀ k r̀ à ŋ̀","expressing surprise, disappointment"
"akuku","à k ú k ú","a lock of hair"
"akula","à k ú l á","fuss"
"akulashiŋ","à k ṵ́ l á̰ ʃ ḭ́ ŋ́","origins"
"akulashiŋ","à k ṵ́ l á̰ ʃ ḭ́ ŋ́","pillar, supporting column, boundary post"
"akulashiŋ","à k ṵ́ l á̰ ʃ ḭ́ ŋ́","executive of a society"
